Event,Study_type,Species,Species.UID.URL,Date.start.of.experiment,Date.end.of.experiment,Experiment,Treatment,Individual,body_length_um,growth_rate_um/day,T_target,pH_target,Li_target,T_measured,pH_TS_insitu,Lithium_measured_mg/L,pH_NBS,temp,TA1,TA2,meanALK,pHTS1,pHTS2,mean_pH_TS,flag_seacarb,S,Patm,CO2,fCO2,pCO2,fCO2pot,pCO2pot,fCO2insitu,pCO2insitu,HCO3,CO3,DIC,ALK,OmegaAragonite,OmegaCalcite
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124326,27-10-2022,31-10-2022,experiment1_single_driver,SL1,1,375.664,72.666,20,8.1,0.18,19.7,7.982090787,0.19,8.01,20.1,2514.823,2517.818,2516.3205,7.9905,7.9737,7.9821,8,38,1,1.63E-05,511.19776,512.93629,511.19776,512.93629,511.19776,512.93629,0.002051592,0.000189728,0.002257576,0.002516321,2.892245909,4.43454237
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124326,27-10-2022,31-10-2022,experiment1_single_driver,SL1,2,391.75,76.6875,20,8.1,0.18,19.7,7.982090787,0.19,8.01,20.1,2514.823,2517.818,2516.3205,7.9905,7.9737,7.9821,8,38,1,1.63E-05,511.19776,512.93629,511.19776,512.93629,511.19776,512.93629,0.002051592,0.000189728,0.002257576,0.002516321,2.892245909,4.43454237
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124326,27-10-2022,31-10-2022,experiment1_single_driver,SL1,3,363.253,69.56325,20,8.1,0.18,19.7,7.982090787,0.19,8.01,20.1,2514.823,2517.818,2516.3205,7.9905,7.9737,7.9821,8,38,1,1.63E-05,511.19776,512.93629,511.19776,512.93629,511.19776,512.93629,0.002051592,0.000189728,0.002257576,0.002516321,2.892245909,4.43454237
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124326,27-10-2022,31-10-2022,experiment1_single_driver,SL1,4,351.954,66.7385,20,8.1,0.18,19.7,7.982090787,0.19,8.01,20.1,2514.823,2517.818,2516.3205,7.9905,7.9737,7.9821,8,38,1,1.63E-05,511.19776,512.93629,511.19776,512.93629,511.19776,512.93629,0.002051592,0.000189728,0.002257576,0.002516321,2.892245909,4.43454237
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124326,27-10-2022,31-10-2022,experiment1_single_driver,SL1,5,411.06,81.515,20,8.1,0.18,19.7,7.982090787,0.19,8.01,20.1,2514.823,2517.818,2516.3205,7.9905,7.9737,7.9821,8,38,1,1.63E-05,511.19776,512.93629,511.19776,512.93629,511.19776,512.93629,0.002051592,0.000189728,0.002257576,0.002516321,2.892245909,4.43454237
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124326,27-10-2022,31-10-2022,experiment1_single_driver,SL1,6,361.561,69.14025,20,8.1,0.18,19.7,7.982090787,0.19,8.01,20.1,2514.823,2517.818,2516.3205,7.9905,7.9737,7.9821,8,38,1,1.63E-05,511.19776,512.93629,511.19776,512.93629,511.19776,512.93629,0.002051592,0.000189728,0.002257576,0.002516321,2.892245909,4.43454237
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124326,27-10-2022,31-10-2022,experiment1_single_driver,SL1,7,380.694,73.9235,20,8.1,0.18,19.7,7.982090787,0.19,8.01,20.1,2514.823,2517.818,2516.3205,7.9905,7.9737,7.9821,8,38,1,1.63E-05,511.19776,512.93629,511.19776,512.93629,511.19776,512.93629,0.002051592,0.000189728,0.002257576,0.002516321,2.892245909,4.43454237
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124326,27-10-2022,31-10-2022,experiment1_single_driver,SL1,8,405.691,80.17275,20,8.1,0.18,19.7,7.982090787,0.19,8.01,20.1,2514.823,2517.818,2516.3205,7.9905,7.9737,7.9821,8,38,1,1.63E-05,511.19776,512.93629,511.19776,512.93629,511.19776,512.93629,0.002051592,0.000189728,0.002257576,0.002516321,2.892245909,4.43454237
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124326,27-10-2022,31-10-2022,experiment1_single_driver,SL1,9,366.065,70.26625,20,8.1,0.18,19.7,7.982090787,0.19,8.01,20.1,2514.823,2517.818,2516.3205,7.9905,7.9737,7.9821,8,38,1,1.63E-05,511.19776,512.93629,511.19776,512.93629,511.19776,512.93629,0.002051592,0.000189728,0.002257576,0.002516321,2.892245909,4.43454237
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124326,27-10-2022,31-10-2022,experiment1_single_driver,SL1,10,416.68,82.92,20,8.1,0.18,19.7,7.982090787,0.19,8.01,20.1,2514.823,2517.818,2516.3205,7.9905,7.9737,7.9821,8,38,1,1.63E-05,511.19776,512.93629,511.19776,512.93629,511.19776,512.93629,0.002051592,0.000189728,0.002257576,0.002516321,2.892245909,4.43454237
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124326,27-10-2022,31-10-2022,experiment1_single_driver,SL1,11,362.835,69.45875,20,8.1,0.18,19.7,7.982090787,0.19,8.01,20.1,2514.823,2517.818,2516.3205,7.9905,7.9737,7.9821,8,38,1,1.63E-05,511.19776,512.93629,511.19776,512.93629,511.19776,512.93629,0.002051592,0.000189728,0.002257576,0.002516321,2.892245909,4.43454237
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124326,27-10-2022,31-10-2022,experiment1_single_driver,SL1,12,380.779,73.94475,20,8.1,0.18,19.7,7.982090787,0.19,8.01,20.1,2514.823,2517.818,2516.3205,7.9905,7.9737,7.9821,8,38,1,1.63E-05,511.19776,512.93629,511.19776,512.93629,511.19776,512.93629,0.002051592,0.000189728,0.002257576,0.002516321,2.892245909,4.43454237
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124326,27-10-2022,31-10-2022,experiment1_single_driver,SL1,13,400.693,78.92325,20,8.1,0.18,19.7,7.982090787,0.19,8.01,20.1,2514.823,2517.818,2516.3205,7.9905,7.9737,7.9821,8,38,1,1.63E-05,511.19776,512.93629,511.19776,512.93629,511.19776,512.93629,0.002051592,0.000189728,0.002257576,0.002516321,2.892245909,4.43454237
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124326,27-10-2022,31-10-2022,experiment1_single_driver,SL1,14,410.96,81.49,20,8.1,0.18,19.7,7.982090787,0.19,8.01,20.1,2514.823,2517.818,2516.3205,7.9905,7.9737,7.9821,8,38,1,1.63E-05,511.19776,512.93629,511.19776,512.93629,511.19776,512.93629,0.002051592,0.000189728,0.002257576,0.002516321,2.892245909,4.43454237
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124326,27-10-2022,31-10-2022,experiment1_single_driver,SL1,15,393.044,77.011,20,8.1,0.18,19.7,7.982090787,0.19,8.01,20.1,2514.823,2517.818,2516.3205,7.9905,7.9737,7.9821,8,38,1,1.63E-05,511.19776,512.93629,511.19776,512.93629,511.19776,512.93629,0.002051592,0.000189728,0.002257576,0.002516321,2.892245909,4.43454237
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124326,27-10-2022,31-10-2022,experiment1_single_driver,SL1,16,379.868,73.717,20,8.1,0.18,19.7,7.982090787,0.19,8.01,20.1,2514.823,2517.818,2516.3205,7.9905,7.9737,7.9821,8,38,1,1.63E-05,511.19776,512.93629,511.19776,512.93629,511.19776,512.93629,0.002051592,0.000189728,0.002257576,0.002516321,2.892245909,4.43454237
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124326,27-10-2022,31-10-2022,experiment1_single_driver,SL1,17,358.194,68.2985,20,8.1,0.18,19.7,7.982090787,0.19,8.01,20.1,2514.823,2517.818,2516.3205,7.9905,7.9737,7.9821,8,38,1,1.63E-05,511.19776,512.93629,511.19776,512.93629,511.19776,512.93629,0.002051592,0.000189728,0.002257576,0.002516321,2.892245909,4.43454237
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124326,27-10-2022,31-10-2022,experiment1_single_driver,SL1,18,410.453,81.36325,20,8.1,0.18,19.7,7.982090787,0.19,8.01,20.1,2514.823,2517.818,2516.3205,7.9905,7.9737,7.9821,8,38,1,1.63E-05,511.19776,512.93629,511.19776,512.93629,511.19776,512.93629,0.002051592,0.000189728,0.002257576,0.002516321,2.892245909,4.43454237
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124326,27-10-2022,31-10-2022,experiment1_single_driver,SL1,19,356.91,67.9775,20,8.1,0.18,19.7,7.982090787,0.19,8.01,20.1,2514.823,2517.818,2516.3205,7.9905,7.9737,7.9821,8,38,1,1.63E-05,511.19776,512.93629,511.19776,512.93629,511.19776,512.93629,0.002051592,0.000189728,0.002257576,0.002516321,2.892245909,4.43454237
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124326,27-10-2022,31-10-2022,experiment1_single_driver,SL1,20,348.714,65.9285,20,8.1,0.18,19.7,7.982090787,0.19,8.01,20.1,2514.823,2517.818,2516.3205,7.9905,7.9737,7.9821,8,38,1,1.63E-05,511.19776,512.93629,511.19776,512.93629,511.19776,512.93629,0.002051592,0.000189728,0.002257576,0.002516321,2.892245909,4.43454237
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124327,27-10-2022,31-10-2022,experiment1_single_driver,SL2,1,372.61,71.9025,20,8.1,3,19.7,7.989891021,3,8.01,20.1,2510.366,2504.257,2507.3115,7.9989,7.981,7.9899,8,38,1,1.59E-05,498.5641,500.25963,498.5641,500.25963,498.5641,500.25964,0.002037151,0.000191807,0.002244811,0.002507312,2.923932032,4.483125187
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124327,27-10-2022,31-10-2022,experiment1_single_driver,SL2,2,355.235,67.55875,20,8.1,3,19.7,7.989891021,3,8.01,20.1,2510.366,2504.257,2507.3115,7.9989,7.981,7.9899,8,38,1,1.59E-05,498.5641,500.25963,498.5641,500.25963,498.5641,500.25964,0.002037151,0.000191807,0.002244811,0.002507312,2.923932032,4.483125187
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124327,27-10-2022,31-10-2022,experiment1_single_driver,SL2,3,373.411,72.10275,20,8.1,3,19.7,7.989891021,3,8.01,20.1,2510.366,2504.257,2507.3115,7.9989,7.981,7.9899,8,38,1,1.59E-05,498.5641,500.25963,498.5641,500.25963,498.5641,500.25964,0.002037151,0.000191807,0.002244811,0.002507312,2.923932032,4.483125187
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124327,27-10-2022,31-10-2022,experiment1_single_driver,SL2,4,357.189,68.04725,20,8.1,3,19.7,7.989891021,3,8.01,20.1,2510.366,2504.257,2507.3115,7.9989,7.981,7.9899,8,38,1,1.59E-05,498.5641,500.25963,498.5641,500.25963,498.5641,500.25964,0.002037151,0.000191807,0.002244811,0.002507312,2.923932032,4.483125187
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124327,27-10-2022,31-10-2022,experiment1_single_driver,SL2,5,361.552,69.138,20,8.1,3,19.7,7.989891021,3,8.01,20.1,2510.366,2504.257,2507.3115,7.9989,7.981,7.9899,8,38,1,1.59E-05,498.5641,500.25963,498.5641,500.25963,498.5641,500.25964,0.002037151,0.000191807,0.002244811,0.002507312,2.923932032,4.483125187
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124327,27-10-2022,31-10-2022,experiment1_single_driver,SL2,6,388.329,75.83225,20,8.1,3,19.7,7.989891021,3,8.01,20.1,2510.366,2504.257,2507.3115,7.9989,7.981,7.9899,8,38,1,1.59E-05,498.5641,500.25963,498.5641,500.25963,498.5641,500.25964,0.002037151,0.000191807,0.002244811,0.002507312,2.923932032,4.483125187
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124327,27-10-2022,31-10-2022,experiment1_single_driver,SL2,7,356.469,67.86725,20,8.1,3,19.7,7.989891021,3,8.01,20.1,2510.366,2504.257,2507.3115,7.9989,7.981,7.9899,8,38,1,1.59E-05,498.5641,500.25963,498.5641,500.25963,498.5641,500.25964,0.002037151,0.000191807,0.002244811,0.002507312,2.923932032,4.483125187
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124327,27-10-2022,31-10-2022,experiment1_single_driver,SL2,8,378.188,73.297,20,8.1,3,19.7,7.989891021,3,8.01,20.1,2510.366,2504.257,2507.3115,7.9989,7.981,7.9899,8,38,1,1.59E-05,498.5641,500.25963,498.5641,500.25963,498.5641,500.25964,0.002037151,0.000191807,0.002244811,0.002507312,2.923932032,4.483125187
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124327,27-10-2022,31-10-2022,experiment1_single_driver,SL2,9,364.969,69.99225,20,8.1,3,19.7,7.989891021,3,8.01,20.1,2510.366,2504.257,2507.3115,7.9989,7.981,7.9899,8,38,1,1.59E-05,498.5641,500.25963,498.5641,500.25963,498.5641,500.25964,0.002037151,0.000191807,0.002244811,0.002507312,2.923932032,4.483125187
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124327,27-10-2022,31-10-2022,experiment1_single_driver,SL2,10,395.669,77.66725,20,8.1,3,19.7,7.989891021,3,8.01,20.1,2510.366,2504.257,2507.3115,7.9989,7.981,7.9899,8,38,1,1.59E-05,498.5641,500.25963,498.5641,500.25963,498.5641,500.25964,0.002037151,0.000191807,0.002244811,0.002507312,2.923932032,4.483125187
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124327,27-10-2022,31-10-2022,experiment1_single_driver,SL2,11,379.569,73.64225,20,8.1,3,19.7,7.989891021,3,8.01,20.1,2510.366,2504.257,2507.3115,7.9989,7.981,7.9899,8,38,1,1.59E-05,498.5641,500.25963,498.5641,500.25963,498.5641,500.25964,0.002037151,0.000191807,0.002244811,0.002507312,2.923932032,4.483125187
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124327,27-10-2022,31-10-2022,experiment1_single_driver,SL2,12,397.259,78.06475,20,8.1,3,19.7,7.989891021,3,8.01,20.1,2510.366,2504.257,2507.3115,7.9989,7.981,7.9899,8,38,1,1.59E-05,498.5641,500.25963,498.5641,500.25963,498.5641,500.25964,0.002037151,0.000191807,0.002244811,0.002507312,2.923932032,4.483125187
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124327,27-10-2022,31-10-2022,experiment1_single_driver,SL2,13,396.785,77.94625,20,8.1,3,19.7,7.989891021,3,8.01,20.1,2510.366,2504.257,2507.3115,7.9989,7.981,7.9899,8,38,1,1.59E-05,498.5641,500.25963,498.5641,500.25963,498.5641,500.25964,0.002037151,0.000191807,0.002244811,0.002507312,2.923932032,4.483125187
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124327,27-10-2022,31-10-2022,experiment1_single_driver,SL2,14,375.611,72.65275,20,8.1,3,19.7,7.989891021,3,8.01,20.1,2510.366,2504.257,2507.3115,7.9989,7.981,7.9899,8,38,1,1.59E-05,498.5641,500.25963,498.5641,500.25963,498.5641,500.25964,0.002037151,0.000191807,0.002244811,0.002507312,2.923932032,4.483125187
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124328,27-10-2022,31-10-2022,experiment1_single_driver,SL3,1,381.407,74.10175,20,8.1,7,19.7,7.979190644,8,8,20.2,2506.789,2507.683,2507.236,7.9941,7.9643,7.9792,8,38,1,1.63E-05,513.30536,515.04889,513.30536,515.04889,513.30536,515.04889,0.002045071,0.000188573,0.002249921,0.002507236,2.875552037,4.40777605
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124328,27-10-2022,31-10-2022,experiment1_single_driver,SL3,2,395.294,77.5735,20,8.1,7,19.7,7.979190644,8,8,20.2,2506.789,2507.683,2507.236,7.9941,7.9643,7.9792,8,38,1,1.63E-05,513.30536,515.04889,513.30536,515.04889,513.30536,515.04889,0.002045071,0.000188573,0.002249921,0.002507236,2.875552037,4.40777605
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124328,27-10-2022,31-10-2022,experiment1_single_driver,SL3,3,389.993,76.24825,20,8.1,7,19.7,7.979190644,8,8,20.2,2506.789,2507.683,2507.236,7.9941,7.9643,7.9792,8,38,1,1.63E-05,513.30536,515.04889,513.30536,515.04889,513.30536,515.04889,0.002045071,0.000188573,0.002249921,0.002507236,2.875552037,4.40777605
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124328,27-10-2022,31-10-2022,experiment1_single_driver,SL3,4,378.402,73.3505,20,8.1,7,19.7,7.979190644,8,8,20.2,2506.789,2507.683,2507.236,7.9941,7.9643,7.9792,8,38,1,1.63E-05,513.30536,515.04889,513.30536,515.04889,513.30536,515.04889,0.002045071,0.000188573,0.002249921,0.002507236,2.875552037,4.40777605
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124328,27-10-2022,31-10-2022,experiment1_single_driver,SL3,5,386.895,75.47375,20,8.1,7,19.7,7.979190644,8,8,20.2,2506.789,2507.683,2507.236,7.9941,7.9643,7.9792,8,38,1,1.63E-05,513.30536,515.04889,513.30536,515.04889,513.30536,515.04889,0.002045071,0.000188573,0.002249921,0.002507236,2.875552037,4.40777605
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124328,27-10-2022,31-10-2022,experiment1_single_driver,SL3,6,365.982,70.2455,20,8.1,7,19.7,7.979190644,8,8,20.2,2506.789,2507.683,2507.236,7.9941,7.9643,7.9792,8,38,1,1.63E-05,513.30536,515.04889,513.30536,515.04889,513.30536,515.04889,0.002045071,0.000188573,0.002249921,0.002507236,2.875552037,4.40777605
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124328,27-10-2022,31-10-2022,experiment1_single_driver,SL3,7,391.972,76.743,20,8.1,7,19.7,7.979190644,8,8,20.2,2506.789,2507.683,2507.236,7.9941,7.9643,7.9792,8,38,1,1.63E-05,513.30536,515.04889,513.30536,515.04889,513.30536,515.04889,0.002045071,0.000188573,0.002249921,0.002507236,2.875552037,4.40777605
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124328,27-10-2022,31-10-2022,experiment1_single_driver,SL3,8,388.007,75.75175,20,8.1,7,19.7,7.979190644,8,8,20.2,2506.789,2507.683,2507.236,7.9941,7.9643,7.9792,8,38,1,1.63E-05,513.30536,515.04889,513.30536,515.04889,513.30536,515.04889,0.002045071,0.000188573,0.002249921,0.002507236,2.875552037,4.40777605
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124328,27-10-2022,31-10-2022,experiment1_single_driver,SL3,9,372.363,71.84075,20,8.1,7,19.7,7.979190644,8,8,20.2,2506.789,2507.683,2507.236,7.9941,7.9643,7.9792,8,38,1,1.63E-05,513.30536,515.04889,513.30536,515.04889,513.30536,515.04889,0.002045071,0.000188573,0.002249921,0.002507236,2.875552037,4.40777605
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124328,27-10-2022,31-10-2022,experiment1_single_driver,SL3,10,390.151,76.28775,20,8.1,7,19.7,7.979190644,8,8,20.2,2506.789,2507.683,2507.236,7.9941,7.9643,7.9792,8,38,1,1.63E-05,513.30536,515.04889,513.30536,515.04889,513.30536,515.04889,0.002045071,0.000188573,0.002249921,0.002507236,2.875552037,4.40777605
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124328,27-10-2022,31-10-2022,experiment1_single_driver,SL3,11,393.879,77.21975,20,8.1,7,19.7,7.979190644,8,8,20.2,2506.789,2507.683,2507.236,7.9941,7.9643,7.9792,8,38,1,1.63E-05,513.30536,515.04889,513.30536,515.04889,513.30536,515.04889,0.002045071,0.000188573,0.002249921,0.002507236,2.875552037,4.40777605
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124328,27-10-2022,31-10-2022,experiment1_single_driver,SL3,12,361.655,69.16375,20,8.1,7,19.7,7.979190644,8,8,20.2,2506.789,2507.683,2507.236,7.9941,7.9643,7.9792,8,38,1,1.63E-05,513.30536,515.04889,513.30536,515.04889,513.30536,515.04889,0.002045071,0.000188573,0.002249921,0.002507236,2.875552037,4.40777605
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124329,27-10-2022,31-10-2022,experiment1_single_driver,SL4,1,385.913,75.22825,20,8.1,10,19.7,7.98429081,12,8.01,20.1,2501.076,2494.895,2497.9855,7.996,7.9725,7.9843,8,38,1,1.60E-05,504.30405,506.01911,504.30405,506.01911,504.30405,506.01912,0.002034204,0.000189076,0.002239316,0.002497986,2.882296969,4.419288135
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124329,27-10-2022,31-10-2022,experiment1_single_driver,SL4,2,370.186,71.2965,20,8.1,10,19.7,7.98429081,12,8.01,20.1,2501.076,2494.895,2497.9855,7.996,7.9725,7.9843,8,38,1,1.60E-05,504.30405,506.01911,504.30405,506.01911,504.30405,506.01912,0.002034204,0.000189076,0.002239316,0.002497986,2.882296969,4.419288135
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124329,27-10-2022,31-10-2022,experiment1_single_driver,SL4,3,369.656,71.164,20,8.1,10,19.7,7.98429081,12,8.01,20.1,2501.076,2494.895,2497.9855,7.996,7.9725,7.9843,8,38,1,1.60E-05,504.30405,506.01911,504.30405,506.01911,504.30405,506.01912,0.002034204,0.000189076,0.002239316,0.002497986,2.882296969,4.419288135
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124329,27-10-2022,31-10-2022,experiment1_single_driver,SL4,4,377.675,73.16875,20,8.1,10,19.7,7.98429081,12,8.01,20.1,2501.076,2494.895,2497.9855,7.996,7.9725,7.9843,8,38,1,1.60E-05,504.30405,506.01911,504.30405,506.01911,504.30405,506.01912,0.002034204,0.000189076,0.002239316,0.002497986,2.882296969,4.419288135
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124329,27-10-2022,31-10-2022,experiment1_single_driver,SL4,5,393.241,77.06025,20,8.1,10,19.7,7.98429081,12,8.01,20.1,2501.076,2494.895,2497.9855,7.996,7.9725,7.9843,8,38,1,1.60E-05,504.30405,506.01911,504.30405,506.01911,504.30405,506.01912,0.002034204,0.000189076,0.002239316,0.002497986,2.882296969,4.419288135
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124329,27-10-2022,31-10-2022,experiment1_single_driver,SL4,6,354.207,67.30175,20,8.1,10,19.7,7.98429081,12,8.01,20.1,2501.076,2494.895,2497.9855,7.996,7.9725,7.9843,8,38,1,1.60E-05,504.30405,506.01911,504.30405,506.01911,504.30405,506.01912,0.002034204,0.000189076,0.002239316,0.002497986,2.882296969,4.419288135
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124329,27-10-2022,31-10-2022,experiment1_single_driver,SL4,7,341.91,64.2275,20,8.1,10,19.7,7.98429081,12,8.01,20.1,2501.076,2494.895,2497.9855,7.996,7.9725,7.9843,8,38,1,1.60E-05,504.30405,506.01911,504.30405,506.01911,504.30405,506.01912,0.002034204,0.000189076,0.002239316,0.002497986,2.882296969,4.419288135
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124329,27-10-2022,31-10-2022,experiment1_single_driver,SL4,8,332.817,61.95425,20,8.1,10,19.7,7.98429081,12,8.01,20.1,2501.076,2494.895,2497.9855,7.996,7.9725,7.9843,8,38,1,1.60E-05,504.30405,506.01911,504.30405,506.01911,504.30405,506.01912,0.002034204,0.000189076,0.002239316,0.002497986,2.882296969,4.419288135
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124329,27-10-2022,31-10-2022,experiment1_single_driver,SL4,9,347.103,65.52575,20,8.1,10,19.7,7.98429081,12,8.01,20.1,2501.076,2494.895,2497.9855,7.996,7.9725,7.9843,8,38,1,1.60E-05,504.30405,506.01911,504.30405,506.01911,504.30405,506.01912,0.002034204,0.000189076,0.002239316,0.002497986,2.882296969,4.419288135
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124329,27-10-2022,31-10-2022,experiment1_single_driver,SL4,10,384.627,74.90675,20,8.1,10,19.7,7.98429081,12,8.01,20.1,2501.076,2494.895,2497.9855,7.996,7.9725,7.9843,8,38,1,1.60E-05,504.30405,506.01911,504.30405,506.01911,504.30405,506.01912,0.002034204,0.000189076,0.002239316,0.002497986,2.882296969,4.419288135
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124329,27-10-2022,31-10-2022,experiment1_single_driver,SL4,11,407.257,80.56425,20,8.1,10,19.7,7.98429081,12,8.01,20.1,2501.076,2494.895,2497.9855,7.996,7.9725,7.9843,8,38,1,1.60E-05,504.30405,506.01911,504.30405,506.01911,504.30405,506.01912,0.002034204,0.000189076,0.002239316,0.002497986,2.882296969,4.419288135
